NCBIgeneSymbol,HGNCgeneId,HGNCgeneSymbol,featureType,build37RefSeq,build37Start,build37End,build38RefSeq,build38Start,build38End,name,geneSynonym,chromosome,NCBIgeneId,Oncogene,TSG
CSNK2A1,HGNC:2457,CSNK2A1,GENE,NC_000020.10,453141,524434,NC_000020.11,472497,543790,casein kinase 2 alpha 1,"CK2A1,Cka1,Cka2,CKII,OCNDS",chr20,GeneID:1457,YES,
CSNK2A2,HGNC:2459,CSNK2A2,GENE,NC_000016.9,58191810,58232010,NC_000016.10,58157906,58198106,casein kinase 2 alpha 2,"CK2A2,CK2alpha',CSNK2A1",chr16,GeneID:1459,YES,
CSNK2A3,HGNC:2458,CSNK2A3,GENE,NC_000011.9,11373488,11374797,NC_000011.10,11351941,11353250,casein kinase 2 alpha 3,CSNK2A1P,chr11,GeneID:283106,,
CSNK2B,HGNC:2460,CSNK2B,GENE,NC_000006.11,31633856,31637844,NC_000006.12,31666079,31670067,casein kinase 2 beta,"CK2B,CK2N,Ckb1,Ckb2,CSK2B,G5A,POBINDS",chr6,GeneID:1460,,
CSNKA2IP,HGNC:53637,CSNKA2IP,GENE,NC_000003.11,88387605,88516744,NC_000003.12,88338455,88467594,casein kinase 2 subunit alpha' interacting protein,,chr3,GeneID:111064647,,
CSPG4,HGNC:2466,CSPG4,GENE,NC_000015.9,75966662,76005189,NC_000015.10,75674321,75712848,chondroitin sulfate proteoglycan 4,"CSPG4A,HMW-MAA,MCSP,MCSPG,MEL-CSPG,MSK16,NG2",chr15,GeneID:1464,,
CSPG5,HGNC:2467,CSPG5,GENE,NC_000003.11,47603727,47621730,NC_000003.12,47562237,47580240,chondroitin sulfate proteoglycan 5,NGC,chr3,GeneID:10675,,
CSPP1,HGNC:26193,CSPP1,GENE,NC_000008.10,67976602,68108849,NC_000008.11,67062416,67198003,centrosome and spindle pole associated protein 1,"CSPP,CSPP-L,JBTS21",chr8,GeneID:79848,,
CSRNP1,HGNC:14300,CSRNP1,GENE,NC_000003.11,39183345,39196132,NC_000003.12,39141854,39154641,cysteine and serine rich nuclear protein 1,"AXUD1,CSRNP-1,FAM130B,TAIP-3,URAX1",chr3,GeneID:64651,,
CSRNP2,HGNC:16006,CSRNP2,GENE,NC_000012.11,51454987,51477379,NC_000012.12,51061204,51083597,cysteine and serine rich nuclear protein 2,"C12orf2,C12orf22,FAM130A1,PPP1R72,TAIP-12",chr12,GeneID:81566,,
CSRNP3,HGNC:30729,CSRNP3,GENE,NC_000002.11,166326207,166545917,NC_000002.12,165469679,165689407,cysteine and serine rich nuclear protein 3,"FAM130A2,PPP1R73,TAIP-2,TAIP2",chr2,GeneID:80034,,
CSRP1,HGNC:2469,CSRP1,GENE,NC_000001.10,201452657,201476251,NC_000001.11,201483529,201507123,cysteine and glycine rich protein 1,"CRP,CRP1,CSRP,CYRP,D1S181E,HEL-141,HEL-S-286",chr1,GeneID:1465,,
CSRP2,HGNC:2470,CSRP2,GENE,NC_000012.11,77252488,77272799,NC_000012.12,76858708,76879019,cysteine and glycine rich protein 2,"CRP2,LMO5,SmLIM",chr12,GeneID:1466,,
CSRP3,HGNC:2472,CSRP3,GENE,NC_000011.9,19203576,19223530,NC_000011.10,19182029,19201983,cysteine and glycine rich protein 3,"CLP,CMD1M,CMH12,CRP3,LMO4,MLP",chr11,GeneID:8048,,
CST1,HGNC:2473,CST1,GENE,NC_000020.10,23728198,23731572,NC_000020.11,23747561,23750935,cystatin SN,,chr20,GeneID:1469,,
CST11,HGNC:15959,CST11,GENE,NC_000020.10,23431048,23433513,NC_000020.11,23450411,23452876,cystatin 11,"CST8L,CTES2,dJ322G13.6,SC13",chr20,GeneID:140880,,
CST2,HGNC:2474,CST2,GENE,NC_000020.10,23804405,23807366,NC_000020.11,23823768,23826729,cystatin SA,,chr20,GeneID:1470,,
CST3,HGNC:2475,CST3,GENE,NC_000020.10,23607342,23618592,NC_000020.11,23626705,23637955,cystatin C,"ARMD11,HEL-S-2",chr20,GeneID:1471,,
CST4,HGNC:2476,CST4,GENE,NC_000020.10,23666276,23669675,NC_000020.11,23685639,23689038,cystatin S,,chr20,GeneID:1472,,
CST5,HGNC:2477,CST5,GENE,NC_000020.10,23856570,23860385,NC_000020.11,23875933,23879748,cystatin D,,chr20,GeneID:1473,,YES
CST6,HGNC:2478,CST6,GENE,NC_000011.9,65779478,65780976,NC_000011.10,66012007,66013505,cystatin E/M,ECTD15,chr11,GeneID:1474,,YES
CST7,HGNC:2479,CST7,GENE,NC_000020.10,24929904,24940564,NC_000020.11,24949268,24959928,cystatin F,CMAP,chr20,GeneID:8530,,
CST8,HGNC:2480,CST8,GENE,NC_000020.10,23471753,23476647,NC_000020.11,23491076,23507124,cystatin 8,"CRES,CTES5",chr20,GeneID:10047,,
CST9,HGNC:13261,CST9,GENE,NC_000020.10,23583046,23586554,NC_000020.11,23602409,23605917,cystatin 9,"CLM,CTES7A",chr20,GeneID:128822,,
CST9L,HGNC:16233,CST9L,GENE,NC_000020.10,23545368,23549121,NC_000020.11,23564731,23568484,cystatin 9 like,"bA218C14.1,CTES7B",chr20,GeneID:128821,,
CSTA,HGNC:2481,CSTA,GENE,NC_000003.11,122044094,122060816,NC_000003.12,122325247,122341969,cystatin A,"AREI,PSS4,STF1,STFA",chr3,GeneID:1475,,
CSTB,HGNC:2482,CSTB,GENE,NC_000021.8,45193830,45196189,NC_000021.9,43773949,43776308,cystatin B,"CPI-B,CST6,EPM1,EPM1A,PME,STFB,ULD",chr21,GeneID:1476,,
CSTF1,HGNC:2483,CSTF1,GENE,NC_000020.10,54967434,54981418,NC_000020.11,56392378,56406362,cleavage stimulation factor subunit 1,"CstF-50,CstFp50",chr20,GeneID:1477,,
CSTF2,HGNC:2484,CSTF2,GENE,NC_000023.10,100075379,100096509,NC_000023.11,100820368,100843534,cleavage stimulation factor subunit 2,CstF-64,chrX,GeneID:1478,,
CSTF2T,HGNC:17086,CSTF2T,GENE,NC_000010.10,53455245,53459355,NC_000010.11,51695485,51699595,cleavage stimulation factor subunit 2 tau variant,CstF-64T,chr10,GeneID:23283,,
CSTF3,HGNC:2485,CSTF3,GENE,NC_000011.9,33106129,33183026,NC_000011.10,33084583,33161480,cleavage stimulation factor subunit 3,CSTF-77,chr11,GeneID:1479,,
CSTL1,HGNC:15958,CSTL1,GENE,NC_000020.10,23420321,23425567,NC_000020.11,23439669,23461209,cystatin like 1,"CTES1,dJ322G13.4,RCET11",chr20,GeneID:128817,,
CT45A1,HGNC:33267,CT45A1,GENE,NC_000023.10,134847371,134856990,NC_000023.11,135708397,135723318,cancer/testis antigen family 45 member A1,"CT45,CT45-1,CT45.1",chrX,GeneID:541466,YES,
CT45A10,HGNC:51263,CT45A10,GENE,NC_000023.10,134963214,134975595,NC_000023.11,135881064,135893444,cancer/testis antigen family 45 member A10,"CT45-5,CT45A5",chrX,GeneID:102723631,,
CT45A2,HGNC:28400,CT45A2,GENE,,0,0,NC_000023.11,135811667,135820062,cancer/testis antigen family 45 member A2,"CT45-2,CT45.2,CT45A8,CT45A9",chrX,GeneID:728911,,
CT45A3,HGNC:33268,CT45A3,GENE,NC_000023.10,134883487,134891634,NC_000023.11,135760043,135768191,cancer/testis antigen family 45 member A3,"CT45-3,CT45-4,CT45.3,CT45.4,CT45A4",chrX,GeneID:441519,,
CT45A5,HGNC:33270,CT45A5,GENE,NC_000023.10,134866213,134874561,NC_000023.11,135777129,135785514,cancer/testis antigen family 45 member A5,"CT45-3,CT45-4,CT45-6,CT45.5,CT455,CT45A3,CT45A4,CT45A6,CT45A7",chrX,GeneID:441521,,
CT45A6,HGNC:33271,CT45A6,GENE,,0,0,NC_000023.11,135794684,135802787,cancer/testis antigen family 45 member A6,"CT45-5,CT45-6,CT45.6,CT45A5,CT45A7",chrX,GeneID:541465,,
CT45A7,HGNC:51260,CT45A7,GENE,,0,0,NC_000023.11,135829228,135837319,cancer/testis antigen family 45 member A7,"CT45-5,CT45-6,CT45A5,CT45A6",chrX,GeneID:101060211,,
CT45A8,HGNC:51261,CT45A8,GENE,NC_000023.10,134928694,134936735,NC_000023.11,135846496,135854588,cancer/testis antigen family 45 member A8,"CT45-2,CT45A2,CT45A9",chrX,GeneID:102723737,,
CT45A9,HGNC:51262,CT45A9,GENE,NC_000023.10,134945603,134953994,NC_000023.11,135863417,135871812,cancer/testis antigen family 45 member A9,"CT45-2,CT45A2,CT45A8",chrX,GeneID:102723680,,
CT47A1,HGNC:33282,CT47A1,GENE,NC_000023.10,120116319,120119642,NC_000023.11,120982475,120985886,cancer/testis antigen family 47 member A1,CT47.1,chrX,GeneID:728096,,
CT47A10,HGNC:33291,CT47A10,GENE,NC_000023.10,120072554,120075877,NC_000023.11,120938700,120942121,cancer/testis antigen family 47 member A10,"CT47,CT47.10",chrX,GeneID:728036,,
CT47A11,HGNC:27397,CT47A11,GENE,NC_000023.10,120067693,120071012,NC_000023.11,120933839,120937260,cancer/testis antigen family 47 member A11,CT47.11,chrX,GeneID:255313,,
CT47A12,HGNC:33292,CT47A12,GENE,NC_000023.10,120011343,120066155,NC_000023.11,120877489,120932399,cancer/testis antigen family 47 member A12,"CT47,CT47.12",chrX,GeneID:100507170,,
CT47A2,HGNC:33283,CT47A2,GENE,NC_000023.10,120111459,120114782,NC_000023.11,120977605,120981026,cancer/testis antigen family 47 member A2,CT47.2,chrX,GeneID:728090,,
CT47A3,HGNC:33284,CT47A3,GENE,NC_000023.10,120106599,120109922,NC_000023.11,120972745,120976166,cancer/testis antigen family 47 member A3,CT47.3,chrX,GeneID:728082,,
CT47A4,HGNC:33285,CT47A4,GENE,NC_000023.10,120101739,120105062,NC_000023.11,120967885,120971306,cancer/testis antigen family 47 member A4,CT47.4,chrX,GeneID:728075,,
CT47A5,HGNC:33286,CT47A5,GENE,NC_000023.10,120096879,120100202,NC_000023.11,120963025,120966446,cancer/testis antigen family 47 member A5,CT47.5,chrX,GeneID:728072,,
CT47A6,HGNC:33287,CT47A6,GENE,NC_000023.10,120092018,120095341,NC_000023.11,120958164,120961588,cancer/testis antigen family 47 member A6,CT47.6,chrX,GeneID:728062,,
CT47A7,HGNC:33288,CT47A7,GENE,NC_000023.10,120087135,120090454,NC_000023.11,120953281,120956600,cancer/testis antigen family 47 member A7,CT47.7,chrX,GeneID:653282,,
CT47A8,HGNC:33289,CT47A8,GENE,NC_000023.10,120082275,120085598,NC_000023.11,120948421,120951842,cancer/testis antigen family 47 member A8,CT47.8,chrX,GeneID:728049,,
CT47A9,HGNC:33290,CT47A9,GENE,NC_000023.10,120077414,120080737,NC_000023.11,120943560,120946981,cancer/testis antigen family 47 member A9,CT47.9,chrX,GeneID:728042,,
CT47B1,HGNC:33293,CT47B1,GENE,NC_000023.10,120006460,120009783,NC_000023.11,120872551,120875887,cancer/testis antigen family 47 member B1,"CT47.13,CT47A13",chrX,GeneID:643311,,
CT55,HGNC:26047,CT55,GENE,NC_000023.10,134290460,134305751,NC_000023.11,135156535,135171827,cancer/testis antigen 55,"BJHCC20A,CXorf48",chrX,GeneID:54967,,
CT83,HGNC:33494,CT83,GENE,NC_000023.10,115592852,115594137,NC_000023.11,116461685,116462976,cancer/testis antigen 83,"CXorf61,KK-LC-1,KKLC1",chrX,GeneID:203413,,
CTAG1A,HGNC:24198,CTAG1A,GENE,NC_000023.10,153813396,153815075,NC_000023.11,154585132,154586816,cancer/testis antigen 1A,"CT6.1,ESO1,LAGE-2,LAGE2A,NY-ESO-1",chrX,GeneID:246100,,
CTAG1B,HGNC:2491,CTAG1B,GENE,NC_000023.10,153845864,153847533,NC_000023.11,154617608,154619282,cancer/testis antigen 1B,"CT6.1,CTAG,CTAG1,ESO1,LAGE-2,LAGE2B,NY-ESO-1",chrX,GeneID:1485,,
CTAG2,HGNC:2492,CTAG2,GENE,NC_000023.10,153880250,153881853,NC_000023.11,154651976,154653579,cancer/testis antigen 2,"CAMEL,CT2,CT6.2,CT6.2a,CT6.2b,ESO2,LAGE-1,LAGE2B",chrX,GeneID:30848,,
CTAGE1,HGNC:24346,CTAGE1,GENE,NC_000018.9,19993561,19997878,NC_000018.10,22413598,22417915,cutaneous T cell lymphoma-associated antigen 1,"CT21.1,CT21.2,CTAGE,CTAGE-1,CTAGE-2",chr18,GeneID:64693,,
CTAGE15,HGNC:37295,CTAGE15,GENE,NC_000007.13,143268893,143271480,NC_000007.14,143571800,143574387,CTAGE family member 15,"cTAGE-15,CTAGE15P",chr7,GeneID:441294,,
CTAGE4,HGNC:24772,CTAGE4,GENE,NC_000007.13,143880547,143883173,NC_000007.14,144183454,144186080,CTAGE family member 4,cTAGE-4,chr7,GeneID:100128553,,
CTAGE6,HGNC:28644,CTAGE6,GENE,NC_000007.13,143452181,143454789,NC_000007.14,143755088,143757696,CTAGE family member 6,CTAGE6P,chr7,GeneID:340307,,
CTAGE8,HGNC:37294,CTAGE8,GENE,NC_000007.13,143963766,143966877,NC_000007.14,144266673,144269784,CTAGE family member 8,CTAGE4,chr7,GeneID:100142659,,
CTAGE9,HGNC:37275,CTAGE9,GENE,NC_000006.11,132029580,132032157,NC_000006.12,131708440,131711017,CTAGE family member 9,,chr6,GeneID:643854,,
CTBP1,HGNC:2494,CTBP1,GENE,NC_000004.11,1205232,1244143,NC_000004.12,1211443,1250355,C-terminal binding protein 1,"BARS,HADDTS",chr4,GeneID:1487,,YES
CTBP2,HGNC:2495,CTBP2,GENE,NC_000010.10,126672885,126849599,NC_000010.11,124984316,125161039,C-terminal binding protein 2,,chr10,GeneID:1488,YES,YES
CTBS,HGNC:2496,CTBS,GENE,NC_000001.10,85015293,85040123,NC_000001.11,84549610,84574440,chitobiase,CTB,chr1,GeneID:1486,,
CTC1,HGNC:26169,CTC1,GENE,NC_000017.10,8128132,8151374,NC_000017.11,8224814,8248079,CST telomere replication complex component 1,"AAF-132,AAF132,C17orf68,CRMCC,tmp494178",chr17,GeneID:80169,,
CTCF,HGNC:13723,CTCF,GENE,NC_000016.9,67596428,67673088,NC_000016.10,67562525,67639185,CCCTC-binding factor,"CFAP108,FAP108,MRD21",chr16,GeneID:10664,,YES
CTCFL,HGNC:16234,CTCFL,GENE,NC_000020.10,56071020,56100708,NC_000020.11,57495964,57525652,CCCTC-binding factor like,"BORIS,CT27,CTCF-T,dJ579F20.2,HMGB1L1",chr20,GeneID:140690,,
CTDNEP1,HGNC:19085,CTDNEP1,GENE,NC_000017.10,7146909,7155297,NC_000017.11,7243590,7251978,CTD nuclear envelope phosphatase 1,"DULLARD,HSA011916,NET56",chr17,GeneID:23399,,
CTDP1,HGNC:2498,CTDP1,GENE,NC_000018.9,77439802,77516625,NC_000018.10,79679802,79756625,CTD phosphatase subunit 1,"CCFDN,FCP1",chr18,GeneID:9150,,
CTDSP1,HGNC:21614,CTDSP1,GENE,NC_000002.11,219262955,219270664,NC_000002.12,218398232,218405941,CTD small phosphatase 1,"NIF3,NLI-IF,NLIIF,SCP1",chr2,GeneID:58190,,
CTDSP2,HGNC:17077,CTDSP2,GENE,NC_000012.11,58213709,58240512,NC_000012.12,57816701,57846729,CTD small phosphatase 2,"OS4,PSR2,SCP2",chr12,GeneID:10106,,
CTDSPL,HGNC:16890,CTDSPL,GENE,NC_000003.11,37903370,38025960,NC_000003.12,37861879,37984469,CTD small phosphatase like,"C3orf8,HYA22,PSR1,RBSP3,SCP3",chr3,GeneID:10217,,YES
CTDSPL2,HGNC:26936,CTDSPL2,GENE,NC_000015.9,44719826,44821236,NC_000015.10,44427328,44529038,CTD small phosphatase like 2,"HSPC058,HSPC129,SCP4",chr15,GeneID:51496,,
CTF1,HGNC:2499,CTF1,GENE,NC_000016.9,30907934,30914881,NC_000016.10,30895823,30903560,cardiotrophin 1,"CT-1,CT1",chr16,GeneID:1489,,
CTH,HGNC:2501,CTH,GENE,NC_000001.10,70876950,70905534,NC_000001.11,70411267,70441949,cystathionine gamma-lyase,,chr1,GeneID:1491,,
CTHRC1,HGNC:18831,CTHRC1,GENE,NC_000008.10,104383765,104395217,NC_000008.11,103371537,103382989,collagen triple helix repeat containing 1,,chr8,GeneID:115908,,
CTIF,HGNC:23925,CTIF,GENE,NC_000018.9,46065401,46389588,NC_000018.10,48539030,48863217,cap binding complex dependent translation initiation factor,"Gm672,KIAA0427",chr18,GeneID:9811,,
CTLA4,HGNC:2505,CTLA4,GENE,NC_000002.11,204732493,204738688,NC_000002.12,203867770,203873965,cytotoxic T-lymphocyte associated protein 4,"ALPS5,CD,CD152,CELIAC3,CTLA-4,GRD4,GSE,IDDM12",chr2,GeneID:1493,,
CTNNA1,HGNC:2509,CTNNA1,GENE,NC_000005.9,138089113,138270723,NC_000005.10,138753424,138935034,catenin alpha 1,"CAP102,MDPT2",chr5,GeneID:1495,,
CTNNA2,HGNC:2510,CTNNA2,GENE,NC_000002.11,79740176,80875905,NC_000002.12,79505053,80648788,catenin alpha 2,"CAP-R,CAPR,CDCBM9,CT114,CTNR",chr2,GeneID:1496,,
CTNNA3,HGNC:2511,CTNNA3,GENE,NC_000010.10,67672280,69455953,NC_000010.11,65912522,67696217,catenin alpha 3,"ARVD13,VR22",chr10,GeneID:29119,,
CTNNAL1,HGNC:2512,CTNNAL1,GENE,NC_000009.11,111704856,111775779,NC_000009.12,108942568,109013535,catenin alpha like 1,"ACRP,alpha-CATU,CLLP",chr9,GeneID:8727,,
CTNNB1,HGNC:2514,CTNNB1,GENE,NC_000003.11,41240995,41281934,NC_000003.12,41199421,41240445,catenin beta 1,"armadillo,CTNNB,EVR7,MRD19,NEDSDV",chr3,GeneID:1499,YES,
CTNNBIP1,HGNC:16913,CTNNBIP1,GENE,NC_000001.10,9908333,9970327,NC_000001.11,9848275,9910322,catenin beta interacting protein 1,ICAT,chr1,GeneID:56998,,
CTNNBL1,HGNC:15879,CTNNBL1,GENE,NC_000020.10,36322431,36500520,NC_000020.11,37694029,37872124,catenin beta like 1,"C20orf33,dJ633O20.1,NAP,P14L,PP8304",chr20,GeneID:56259,,
CTNND1,HGNC:2515,CTNND1,GENE,NC_000011.9,57529273,57587012,NC_000011.10,57761801,57819540,catenin delta 1,"BCDS2,CAS,CTNND,p120,p120(CAS),p120(CTN),P120CAS,P120CTN",chr11,GeneID:1500,,YES
CTNND2,HGNC:2516,CTNND2,GENE,NC_000005.9,10971947,11904558,NC_000005.10,10971835,11904446,catenin delta 2,"GT24,NPRAP",chr5,GeneID:1501,YES,
CTNS,HGNC:2518,CTNS,GENE,NC_000017.10,3539752,3566397,NC_000017.11,3636458,3663103,cystinosin%2C lysosomal cystine transporter,"CTNS-LSB,PQLC4,SLC66A4",chr17,GeneID:1497,,
CTPS1,HGNC:2519,CTPS1,GENE,NC_000001.10,41445367,41478237,NC_000001.11,40979695,41012565,CTP synthase 1,"CTPS,GATD5,IMD24",chr1,GeneID:1503,,
CTPS2,HGNC:2520,CTPS2,GENE,NC_000023.10,16606121,16731033,NC_000023.11,16587998,16712917,CTP synthase 2,,chrX,GeneID:56474,,
CTR9,HGNC:16850,CTR9,GENE,NC_000011.9,10772792,10801293,NC_000011.10,10751245,10779746,CTR9 homolog%2C Paf1/RNA polymerase II complex component,"p150,p150TSP,SH2BP1,TSBP",chr11,GeneID:9646,,
CTRB1,HGNC:2521,CTRB1,GENE,NC_000016.9,75252885,75258822,NC_000016.10,75218987,75224924,chymotrypsinogen B1,CTRB,chr16,GeneID:1504,,
CTRB2,HGNC:2522,CTRB2,GENE,NC_000016.9,75238000,75241059,NC_000016.10,75204102,75207161,chymotrypsinogen B2,,chr16,GeneID:440387,,
CTRC,HGNC:2523,CTRC,GENE,NC_000001.10,15764938,15775737,NC_000001.11,15438441,15449247,chymotrypsin C,"CLCR,ELA4",chr1,GeneID:11330,,
CTRL,HGNC:2524,CTRL,GENE,NC_000016.9,67963476,67965765,NC_000016.10,67929573,67931862,chymotrypsin like,CTRL1,chr16,GeneID:1506,,
CTSA,HGNC:9251,CTSA,GENE,NC_000020.10,44518782,44527459,NC_000020.11,45890143,45898820,cathepsin A,"GLB2,GSL,NGBE,PPCA,PPGB",chr20,GeneID:5476,,
CTSB,HGNC:2527,CTSB,GENE,NC_000008.10,11700032,11725596,NC_000008.11,11842523,11868087,cathepsin B,"APPS,CPSB,RECEUP",chr8,GeneID:1508,,
CTSC,HGNC:2528,CTSC,GENE,NC_000011.9,88026759,88070904,NC_000011.10,88293591,88337736,cathepsin C,"CPPI,DPP-I,DPP1,DPPI,HMS,JP,JPD,PALS,PDON1,PLS",chr11,GeneID:1075,,
CTSD,HGNC:2529,CTSD,GENE,NC_000011.9,1773984,1785157,NC_000011.10,1752754,1763927,cathepsin D,"CLN10,CPSD,HEL-S-130P",chr11,GeneID:1509,,
CTSE,HGNC:2530,CTSE,GENE,NC_000001.10,206317472,206332104,NC_000001.11,206009263,206023899,cathepsin E,CATE,chr1,GeneID:1510,,
CTSF,HGNC:2531,CTSF,GENE,NC_000011.9,66330934,66336077,NC_000011.10,66563462,66568606,cathepsin F,"CATSF,CLN13",chr11,GeneID:8722,,
CTSG,HGNC:2532,CTSG,GENE,NC_000014.8,25042723,25045456,NC_000014.9,24573517,24576250,cathepsin G,"CATG,CG",chr14,GeneID:1511,,
CTSH,HGNC:2535,CTSH,GENE,NC_000015.9,79213399,79237388,NC_000015.10,78921057,78945089,cathepsin H,"ACC-4,ACC-5,ACC4,ACC5,CPSB",chr15,GeneID:1512,,
CTSK,HGNC:2536,CTSK,GENE,NC_000001.10,150768683,150780736,NC_000001.11,150796207,150808260,cathepsin K,"CTS02,CTSO,CTSO1,CTSO2,PKND,PYCD",chr1,GeneID:1513,,
CTSL,HGNC:2537,CTSL,GENE,NC_000009.11,90341033,90346384,NC_000009.12,87726118,87731469,cathepsin L,"CATL,CTSL1,MEP",chr9,GeneID:1514,,
CTSO,HGNC:2542,CTSO,GENE,NC_000004.11,156845269,156875018,NC_000004.12,155924117,155953866,cathepsin O,CTSO1,chr4,GeneID:1519,,
CTSS,HGNC:2545,CTSS,GENE,NC_000001.10,150702663,150738254,NC_000001.11,150730187,150765778,cathepsin S,,chr1,GeneID:1520,,
CTSV,HGNC:2538,CTSV,GENE,NC_000009.11,99791958,99801925,NC_000009.12,97029676,97039643,cathepsin V,"CATL2,CTSL2,CTSU",chr9,GeneID:1515,,
CTSW,HGNC:2546,CTSW,GENE,NC_000011.9,65647307,65651212,NC_000011.10,65879836,65883741,cathepsin W,LYPN,chr11,GeneID:1521,,
CTSZ,HGNC:2547,CTSZ,GENE,NC_000020.10,57570239,57582309,NC_000020.11,58995184,59007254,cathepsin Z,CTSX,chr20,GeneID:1522,YES,
CTTN,HGNC:3338,CTTN,GENE,NC_000011.9,70244634,70282681,NC_000011.10,70398528,70436579,cortactin,EMS1,chr11,GeneID:2017,YES,
CTTNBP2,HGNC:15679,CTTNBP2,GENE,NC_000007.13,117350704,117513495,NC_000007.14,117710647,117873818,cortactin binding protein 2,"C7orf8,CORTBP2,Orf4",chr7,GeneID:83992,,
CTTNBP2NL,HGNC:25330,CTTNBP2NL,GENE,NC_000001.10,112938835,113003786,NC_000001.11,112391084,112461164,CTTNBP2 N-terminal like,,chr1,GeneID:55917,,
CTU1,HGNC:29590,CTU1,GENE,NC_000019.9,51600862,51611666,NC_000019.10,51097605,51108409,cytosolic thiouridylase subunit 1,"ATPBD3,NCS6",chr19,GeneID:90353,,
CTU2,HGNC:28005,CTU2,GENE,NC_000016.9,88772910,88781804,NC_000016.10,88706480,88715396,cytosolic thiouridylase subunit 2,"C16orf84,MFRG,NCS2,UPF0432",chr16,GeneID:348180,,
CTXN1,HGNC:31108,CTXN1,GENE,NC_000019.9,7989375,7991020,NC_000019.10,7924490,7926135,cortexin 1,CTXN,chr19,GeneID:404217,,
CTXN2,HGNC:31109,CTXN2,GENE,NC_000015.9,48470634,48495955,NC_000015.10,48178437,48203758,cortexin 2,,chr15,GeneID:399697,,
CTXN3,HGNC:31110,CTXN3,GENE,NC_000005.9,126984773,126994322,NC_000005.10,127649081,127658630,cortexin 3,KABE,chr5,GeneID:613212,,
CTXND1,HGNC:50507,CTXND1,GENE,NC_000015.9,80487822,80544555,NC_000015.10,80195480,80252213,cortexin domain containing 1,LINC01314,chr15,GeneID:100996492,,
CTXND2,HGNC:53440,CTXND2,GENE,NC_000001.10,150859728,150885768,NC_000001.11,150887252,150913292,cortexin domain containing 2,,chr1,GeneID:100996521,,
CUBN,HGNC:2548,CUBN,GENE,NC_000010.10,16865964,17171810,NC_000010.11,16823965,17130492,cubilin,"gp280,IFCR,IGS,IGS1,MGA1",chr10,GeneID:8029,,
CUEDC1,HGNC:31350,CUEDC1,GENE,NC_000017.10,55938603,56032773,NC_000017.11,57861242,57955412,CUE domain containing 1,,chr17,GeneID:404093,,
CUEDC2,HGNC:28352,CUEDC2,GENE,NC_000010.10,104183005,104192331,NC_000010.11,102423248,102432574,CUE domain containing 2,"bA18I14.5,C10orf66",chr10,GeneID:79004,,
CUL1,HGNC:2551,CUL1,GENE,NC_000007.13,148394847,148498202,NC_000007.14,148697755,148801110,cullin 1,,chr7,GeneID:8454,,YES
CUL2,HGNC:2552,CUL2,GENE,NC_000010.10,35297478,35379542,NC_000010.11,35008550,35126899,cullin 2,,chr10,GeneID:8453,,YES
CUL3,HGNC:2553,CUL3,GENE,NC_000002.11,225334866,225450080,NC_000002.12,224470149,224585363,cullin 3,"CUL-3,PHA2E",chr2,GeneID:8452,,YES
CUL4A,HGNC:2554,CUL4A,GENE,NC_000013.10,113862506,113921422,NC_000013.11,113208192,113267108,cullin 4A,,chr13,GeneID:8451,YES,YES
CUL4B,HGNC:2555,CUL4B,GENE,NC_000023.10,119657712,119709387,NC_000023.11,120523857,120575532,cullin 4B,"CUL-4B,MRXHF2,MRXS15,MRXSC,SFM2",chrX,GeneID:8450,,
CUL5,HGNC:2556,CUL5,GENE,NC_000011.9,107879623,107978488,NC_000011.10,108008732,108107766,cullin 5,"CUL-5,VACM-1,VACM1",chr11,GeneID:8065,,YES
CUL7,HGNC:21024,CUL7,GENE,NC_000006.11,43005354,43021589,NC_000006.12,43037616,43053945,cullin 7,"3M1,CUL-7,dJ20C7.5,KIAA0076",chr6,GeneID:9820,YES,
CUL9,HGNC:15982,CUL9,GENE,NC_000006.11,43149933,43192325,NC_000006.12,43182169,43224587,cullin 9,"H7AP1,PARC",chr6,GeneID:23113,,
CUTA,HGNC:21101,CUTA,GENE,NC_000006.11,33384218,33385884,NC_000006.12,33416441,33418107,cutA divalent cation tolerance homolog,"ACHAP,C6orf82",chr6,GeneID:51596,,
CUTC,HGNC:24271,CUTC,GENE,NC_000010.10,101491990,101515891,NC_000010.11,99732233,99756134,cutC copper transporter,CGI-32,chr10,GeneID:51076,,
CUX1,HGNC:2557,CUX1,GENE,NC_000007.13,101459286,101927250,NC_000007.14,101815990,102283958,cut like homeobox 1,"CASP,CDP,CDP/Cut,CDP1,Clox,COY1,CUTL1,CUX,Cux/CDP,GDDI,GOLIM6,Nbla10317,p100,p110,p200,p75",chr7,GeneID:1523,YES,
CUX2,HGNC:19347,CUX2,GENE,NC_000012.11,111471968,111788358,NC_000012.12,111034164,111350556,cut like homeobox 2,"CDP2,CUTL2,DEE67,EIEE67",chr12,GeneID:23316,,
CUZD1,HGNC:17937,CUZD1,GENE,NC_000010.10,124591673,124605373,NC_000010.11,122832157,122845857,CUB and zona pellucida like domains 1,"ERG-1,ERG1,ITMAP1,UO-44",chr10,GeneID:50624,,
CWC15,HGNC:26939,CWC15,GENE,NC_000011.9,94695784,94706720,NC_000011.10,94962619,94973556,CWC15 spliceosome associated protein homolog,"AD002,C11orf5,Cwf15,HSPC148,ORF5",chr11,GeneID:51503,,
